Job Title,Company Name,Key Skills,Location,Job Description,More Info
Human Resource,anna group kizhakkambalam,"hr policies  ,  hr  ,  performance management",Cochin/ Kochi/ Ernakulam,"Job Description:
2022-06-23 Chief Human Resource OfficerWe are looking for a CHRO to lead our HR department and entire corporate activities. Will also be responsible for developing and executi... More Details",https://www.timesjobs.com/job-detail/chief-human-resource-officer-anna-group-kizhakkambalam-cochin-kochi-ernakulam-0-to-3-yrs-jobid-nfMAHLUgPRZzpSvf__PLUS__uAgZw==&source=srp
Human Resource,TransGraph Consulting Pvt.Ltd.,"interviewing  ,  senior level  ,  interpersonal skills  ,  hr  ,  communication  ,  talent sourcing",Hyderabad/Secunderabad,"Job Description:
ROLE:Human Resource RecruiterDesignation Human Resource Executive - RecruiterEducation MBA- HR as specializationEssential Language EnglishWork Experience 1-2 yearsDomain Commo... More Details",https://www.timesjobs.com/job-detail/human-resource-recruiter-transgraph-consulting-pvt-ltd-hyderabad-secunderabad-1-to-2-yrs-jobid-4V1lbGmPbrFzpSvf__PLUS__uAgZw==&source=srp
Human Resource,2Soft Solutions Pvt. Ltd.,"talent acquisition   ,   employment processing   ,   compensation   ,   training and development   ,   employee relations   ,  hr  ,  succession planning  ,  generalist  ,  labor relations  ,  corporate hr  ,  employment law  ,  training management  ,  people skills  ,  performance management  ,  employee performance",Bengaluru / Bangalore,"Job Description:
We are hiring for HR Generalist position for our software development client in Bangalore. Apply if you are interested?Job Title: Human Resource- GeneralistJob Location: Banga... More Details",https://www.timesjobs.com/job-detail/human-resource-generalist-2soft-solutions-pvt-ltd-bengaluru-bangalore-5-to-8-yrs-jobid-4rutMhs2kzNzpSvf__PLUS__uAgZw==&source=srp
Human Resource,2Soft Solutions Pvt. Ltd.,"recruitment  &  selection  ,   skills development  ,   employee relations  ,   hr reporting and administration  ,   change management   ,  hr strategy  ,  hr projects  ,  generalist  ,  organization design",Mumbai,"Job Description:
# **We are hiring for Sr.VP- HR for our client based in Bandra Kurla complex ,  Mumbai. Kindly read details and apply.**- **Designation:** Sr.VP Human Resource- **Location:** ... More Details",https://www.timesjobs.com/job-detail/sr-vp-human-resource-2soft-solutions-pvt-ltd-mumbai-5-to-8-yrs-jobid-MmqOyggrFHRzpSvf__PLUS__uAgZw==&source=srp
Human Resources,Alom Poly Extrusions Ltd.,"recruitment  ,  employee management  ,  hr  ,  payroll",Delhi,"Job Description:
Position: Human Resources ManagerQualification: UG or PG in any specialization  ( HR / Management preferable ) Experience: 5  yearsResponsibilities:Industrial Relation and PRR... More Details",https://www.timesjobs.com/job-detail/human-resources-manager-alom-poly-extrusions-ltd-delhi-5-to-8-yrs-jobid-LXqOjmwudPtzpSvf__PLUS__uAgZw==&source=srp
Human Resources,BRINGLE ACADEMY,"policies  ,  interpersonal skills  ,  hr  ,  training  ,  communication  ,  communication skills  ,  employee relations  ,  exit interviews  ,  hr services  ,  compensation  ,  performance management  ,  employee services",Thane,"Job Description:
Company DescriptionSudhaansh Enterprise is looking for Interns ,  Full Time  &  Part Time professionals in various categories like Sales ,  Marketing ,  Finance ,  Technology ... More Details",https://www.timesjobs.com/job-detail/human-resources-internship-bringle-academy-thane-0-to-3-yrs-jobid-ktDkUS5LQONzpSvf__PLUS__uAgZw==&source=srp
Human Resource,INDO ASIAN BUILDCON PRIVATE LIMITED,"screening  ,  handling recruitment  ,  job posting  ,  recruitment  ,  recruitment process  ,  communication  ,  interview",Thane,"Job Description:
Human Resource Executive-RecruitmentExp : 2yrs to 4yrsSalary : 2 Lac to 3 LacLocation : ThanePlease find the job description :Handling end to end recruitment for different pos... More Details",https://www.timesjobs.com/job-detail/human-resource-executive-recruitment-indo-asian-buildcon-private-limited-thane-2-to-4-yrs-jobid-LZAVOtsQFqZzpSvf__PLUS__uAgZw==&source=srp
Human Resources,Invoay Software,"screening  ,  employee relations  ,  hr  ,  job posting  ,  recruitment",Delhi,"Job Description:
Assist in monitoring / tracking employee relations issues including resolution and follow-up.Assist and support management and the leadership team with handling and resolving ... More Details",https://www.timesjobs.com/job-detail/human-resources-executive-invoay-software-delhi-0-to-3-yrs-jobid-fo4iVYV4DhJzpSvf__PLUS__uAgZw==&source=srp
Human Resource,alliance recruitment agency,"senior hr  ,  hr manager  ,  hr  ,  mba hr  ,  recruitment  ,  payroll management  ,  communication skills",Dubai,"Job Description:
:Openings: 1We are Looking Senior HR for Dubai Location.industry of company: Oil  & amp; Energy  ( we are preferring candidate having experience in same industry ) Job Title  ... More Details",https://www.timesjobs.com/job-detail/senior-hr-human-resource-alliance-recruitment-agency-dubai-8-to-10-yrs-jobid-HMhQU2JxAVJzpSvf__PLUS__uAgZw==&source=srp
Human Resources,PUBLICIS GROUPE,"hr  ,  learning  ,  communication skills  ,  time management  ,  hr operations  ,  global hr  ,  payroll  ,  performance management","Gurgaon,  Mumbai,  Pune,  Bengaluru / Bangalore","Job Description:
Key responsibilities:Responsible for defining and documenting business and functional requirements and compare ,  suggest changes in the system and processRepresent HR Ops in ... More Details",https://www.timesjobs.com/job-detail/manager-human-resources-operations-publicis-groupe-gurgaon-mumbai-pune-bengaluru-bangalore-9-to-12-yrs-jobid-7SaVG__SLASH__w4texzpSvf__PLUS__uAgZw==&source=srp
Human Resources,acropolis infotech pvt. ltd.,"screening  ,  employee management  ,  hr  ,  job posting  ,  technical hiring  ,  employee engagement  ,  recruitment  ,  payroll management  ,  employee records",Delhi,"Job Description:
Job Description:Lateral Recruitment  Handle End to End Hiring needs at Acropolis ,  including hiring for technical roles.Sources may include networking ,  cold calls ,  social... More Details",https://www.timesjobs.com/job-detail/human-resources-executive-acropolis-infotech-pvt-ltd-delhi-0-to-3-yrs-jobid-KsSTeBlaQLJzpSvf__PLUS__uAgZw==&source=srp
HUMAN RESOURCE,B.S.B. INTERNATIONAL CAREER PVT. LTD,"immigration  ,  screening  ,  time management  ,  hr  ,  processing  ,  placement  ,  communication skills",Kolkata,"Job Description:
BENEFITS Stand out amongst employers with 3-6 months of Internship ,  opening new creative channels for youOpportunity to explore immigration industry ,  refine  &  develop sk... More Details",https://www.timesjobs.com/job-detail/human-resource-internship-b-s-b-international-career-pvt-ltd-kolkata-14-to-17-yrs-jobid-KE0zVx5O07lzpSvf__PLUS__uAgZw==&source=srp
Human Resource,INNOVATION ROOTS,"corporate hr  ,  hr policies  ,  hr  ,  performance review  ,  exit formalities  ,  employee engagement  ,  leave  ,  pf  ,  payroll  ,  attendance",Bengaluru / Bangalore,"Job Description:
What will you do?Be responsible for end-to-end corporate HR practicesPrepare job description and administrate the hiring and onboarding process of new employeesConduct orienta... More Details",https://www.timesjobs.com/job-detail/human-resource-executive-innovation-roots-bengaluru-bangalore-2-to-3-yrs-jobid-D8P9EVCmyVVzpSvf__PLUS__uAgZw==&source=srp
Human Resources,madras global,"talent management  ,  hr projects  ,  hr  ,  kra  ,  career development  ,  performance management",Chennai,"Job Description:
Lead  Human ResourcesJob Summary: Will be a HR SPOC for Chennai business units. Will be a partner to business on a wide variety of people focused activities  managing their ca... More Details",https://www.timesjobs.com/job-detail/lead-human-resources-madras-global-chennai-0-to-3-yrs-jobid-4WZcw0lfWZtzpSvf__PLUS__uAgZw==&source=srp
Human Resources,lv prasad eye institute,"statutory compliance  ,  esic  ,  gratuity  ,  wages  ,  pf  ,  lwf  ,  esi  ,  labour welfare  ,  payroll",Hyderabad/Secunderabad,"Job Description:
Job Description Managing Payroll related legal  &  statutory Compliance  ( PF ,  ESIC ,  PT ,  LWF  &  Minimum wages ) Ensure timely preparation and submission of various stat... More Details",https://www.timesjobs.com/job-detail/supervisor-human-resources-lv-prasad-eye-institute-hyderabad-secunderabad-2-to-3-yrs-jobid-u3glI9DTPGRzpSvf__PLUS__uAgZw==&source=srp
Human Resource,Intel Technology India Pvt Ltd,"rpa configuration   ,   ms sharepoint   ,   database management   ,   powerquery  &  macros   ,   excel data analysis   ,  bug fixing  ,  project life cycle  ,  software engineering  ,  python  ,  exceptions  ,  javascript  ,  sql  ,  security  ,  perl  ,  access management  ,  problem solving  ,  forms",Malaysia,"Job Description:
### In this position ,  you will be a member of a global team ,  mainly supporting Intel's Human Resource automation solutions ,  such as desktop automation and robotic proces... More Details",https://www.timesjobs.com/job-detail/human-resource-automation-analyst-intel-technology-india-pvt-ltd-malaysia-1-to-4-yrs-jobid-18DO1vSGGotzpSvf__PLUS__uAgZw==&source=srp
Human Resources,IBM India Pvt Ltd,"communication  /  negotiation  ,   problem solving  ,   leadership  ,   impact on business  ,   technical expertise   ,  expenses",Australia,"Job Description:
IntroductionAt IBM ,  work is more than a job  its a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To co... More Details",https://www.timesjobs.com/job-detail/human-resources-professional-melbourne-ibm-india-pvt-ltd-australia-5-to-9-yrs-jobid-lLoQbSkrJeVzpSvf__PLUS__uAgZw==&source=srp
Human Resource,Indodana,"hr leadership   ,   change management   ,   talent management   ,   compensation  &  benefits   ,   stakeholder management   ,  interpersonal skills  ,  organizational development  ,  recruitment  ,  employee relations  ,  strategic hr  ,  employer branding  ,  employee satisfaction  ,  performance management",Indonesia,"Job Description:
Serve as a the leader for the Human Resources teamAdvise ,  counsel ,  and influence the business leadership team in executing the people operationCan drive organizational tra... More Details",https://www.timesjobs.com/job-detail/head-vp-of-human-resource-indodana-indonesia-7-to-10-yrs-jobid-FuJTE85Z4wtzpSvf__PLUS__uAgZw==&source=srp
Human Resources,Teach For India,"recruitment   ,   performance management   ,   employee relations   ,   hr policies   ,   data analysis    ,  learning  ,  induction  ,  succession planning  ,  workforce  ,  communication  ,  volunteer  ,  leadership development",Chennai,"Job Description:
Manager ,  Human Resources - Chennai Chennai Working at Teach For India Teach For India is on a journey to reach an India free of poverty and filled with love by ending educat... More Details",https://www.timesjobs.com/job-detail/manager-human-resources-chennai-teach-for-india-chennai-2-to-5-yrs-jobid-IivSKR3MP75zpSvf__PLUS__uAgZw==&source=srp
Human Resource,THE INDIAN HOTELS COMPANY LIMITED,"recruitment management   ,   hr operations   ,   employee relations   ,   training  &  development   ,   performance management   ,  resource manager",Mumbai,"Job Description:
Position: Assistant Human Resource ManagerLocation: The Taj Mahal Palace ,  Mumbai  & amp; Taj Mahal Tower ,  Mumbai ,  MumbaiDepartment: Human ResourcesResponsibilities:Assis... More Details",https://www.timesjobs.com/job-detail/assistant-human-resource-manager-the-indian-hotels-company-limited-mumbai-2-to-8-yrs-jobid-JHr8AeD4oHdzpSvf__PLUS__uAgZw==&source=srp
Human Resource,TransGraph Consulting Pvt.Ltd.,"interviewing  ,  senior level  ,  interpersonal skills  ,  hr  ,  communication  ,  talent sourcing",Hyderabad/Secunderabad,"Job Description:
ROLE:Human Resource RecruiterDesignation Human Resource Executive - RecruiterEducation MBA- HR as specializationEssential Language EnglishWork Experience 1-2 yearsDomain Commo... More Details",https://www.timesjobs.com/job-detail/human-resource-recruiter-transgraph-consulting-pvt-ltd-hyderabad-secunderabad-1-to-2-yrs-jobid-93w6tF__SLASH__uat9zpSvf__PLUS__uAgZw==&source=srp
Human Resource,INDO ASIAN BUILDCON PRIVATE LIMITED,"screening  ,  handling recruitment  ,  job posting  ,  recruitment  ,  recruitment process  ,  communication  ,  interview",Thane,"Job Description:
Human Resource Executive-RecruitmentExp : 2yrs to 4yrsSalary : 2 Lac to 3 LacLocation : ThanePlease find the job description :Handling end to end recruitment for different pos... More Details",https://www.timesjobs.com/job-detail/human-resource-executive-recruitment-indo-asian-buildcon-private-limited-thane-2-to-4-yrs-jobid-KwCEWhr8nfVzpSvf__PLUS__uAgZw==&source=srp
Human Resources,neev academy,"management development  ,  hr  ,  talent development  ,  performance management system  ,  talent management  ,  talent acquisition",Bengaluru / Bangalore,"Job Description:
Be an active and valued member of the Management TeamHelp the team understand the impact of their actions  /  decisions on all HR related issues.be proactive in highlighting r... More Details",https://www.timesjobs.com/job-detail/head-human-resources-neev-academy-bengaluru-bangalore-0-to-3-yrs-jobid-ZFvNe3kZKBJzpSvf__PLUS__uAgZw==&source=srp
HUMAN RESOURCE,B.S.B. INTERNATIONAL CAREER PVT. LTD,"immigration  ,  screening  ,  time management  ,  hr  ,  processing  ,  placement  ,  communication skills",Kolkata,"Job Description:
BENEFITS Stand out amongst employers with 3-6 months of Internship ,  opening new creative channels for youOpportunity to explore immigration industry ,  refine  &  develop sk... More Details",https://www.timesjobs.com/job-detail/human-resource-internship-b-s-b-international-career-pvt-ltd-kolkata-14-to-17-yrs-jobid-x6RBBSVmS8RzpSvf__PLUS__uAgZw==&source=srp
Human Resources,lv prasad eye institute,"statutory compliance  ,  esic  ,  gratuity  ,  wages  ,  pf  ,  lwf  ,  esi  ,  labour welfare  ,  payroll",Hyderabad/Secunderabad,"Job Description:
Job Description Managing Payroll related legal  &  statutory Compliance  ( PF ,  ESIC ,  PT ,  LWF  &  Minimum wages ) Ensure timely preparation and submission of various stat... More Details",https://www.timesjobs.com/job-detail/supervisor-human-resources-lv-prasad-eye-institute-hyderabad-secunderabad-2-to-3-yrs-jobid-VFy7IXnMmQNzpSvf__PLUS__uAgZw==&source=srp
Human Resource,innowrap technologies,"interviewing  ,  senior hr  ,  hr policies  ,  employee management  ,  hr  ,  employee engagement  ,  recruitment  ,  payroll  ,  communication skills",Mumbai,"Job Description:
RolesWe are looking for an HR Intern to perform various administrative tasks and support our HR Department's daily activities. RequirementsMinimum requirement: GraduationSkill... More Details",https://www.timesjobs.com/job-detail/human-resource-intern-innowrap-technologies-mumbai-0-to-3-yrs-jobid-2zaupvhON0ZzpSvf__PLUS__uAgZw==&source=srp
